date,volcano,value,unit,track,product,sensor,image_path
2020-12-19T10:01:28,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201213T100041_20201219T100127_VV_disp.png
2020-12-19T23:43:04,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201213T234222_20201219T234304_VV_disp.png
2020-12-20T09:56:17,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201214T095706_20201220T095617_VV_disp.png
2020-12-20T09:56:42,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201214T095730_20201220T095642_VV_disp.png
2020-12-20T09:57:07,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201214T095730_20201220T095707_VV_disp.png
2020-12-21T23:27:35,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201215T232653_20201221T232735_VV_disp.png
2020-12-25T10:00:41,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201219T100127_20201225T100040_VV_disp.png
2020-12-25T23:42:22,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201219T234304_20201225T234222_VV_disp.png
2020-12-26T09:57:05,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201220T095617_20201226T095705_VV_disp.png
2020-12-26T09:57:30,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201220T095642_20201226T095730_VV_disp.png
2020-12-26T09:57:30,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201220T095707_20201226T095730_VV_disp.png
2020-12-27T23:26:53,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201221T232735_20201227T232652_VV_disp.png
2020-12-31T10:01:27,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201225T100040_20201231T100127_VV_disp.png
2020-12-31T23:43:04,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201225T234222_20201231T234303_VV_disp.png
2021-01-01T09:56:17,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20201226T095705_20210101T095616_VV_disp.png
2021-01-01T09:56:42,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2021/copahue_20201226T095730_20210101T095641_VV_disp.png
